IDENTIFICADOR;SKU;Lojas Guaporé;Player 1;Price 1;Player 2;Price 2
7893809103262    ;Jacuzzi-99849366;;;;;
7893809107987    ;Jacuzzi-99840811;;;;;
7893809087555    ;Jacuzzi-99850638;;;;;
7893809101855    ;Jacuzzi-97500243;;;;;
7893809101862    ;Jacuzzi-97500250;;;;;
7893809102043    ;Jacuzzi-97100127;;;;;
7895397035406    ;PL1822033;;;;;
7895397038049    ;PL8716033;;;;;
7897826104059    ;Gart-113001-008;;;;;
7897826104097    ;Gart-113002-001;;;;;
7897826104349    ;Gart-113004-004;;;;;
7897826104554    ;Gart-113011-003;;;;;
7897826104592    ;Gart-113011-007;;;;;
7897826104691    ;Gart-113012-006;;;;;
7897826104721    ;Gart-113012-009;;;;;
7897826104783    ;Gart-113018-004;;;;;
7897826104875    ;Gart-113019-002;;;;;
7897826104899    ;Gart-113019-004;;;;;
7897826105001    ;Gart-113020-004;;;;;
7897826105049    ;Gart-113020-008;;;;;
7897826105056    ;Gart-113020-009;;;;;
7897826105094    ;Gart-113026-002;;;;;
7897826105179    ;Gart-113026-010;;;;;
7897826105186    ;Gart-113026-011;;;;;
7897826105322    ;Gart-113027-003;;;;;
7897826105407    ;Gart-113027-011;;;;;
7897826105643    ;Gart-113029-002;;;;;
7897826105674    ;Gart-113029-005;;;;;
7898425483057    ;7951303    ;;;;;
7891461275198    ;850369    ;;;;;
7891461261993    ;885906    ;;;;;
7891461286965    ;847872    ;;;;;
7891461275099    ;849669    ;;;;;
7891461275129    ;849770    ;;;;;
7891461239367    ;695763    ;;;;;
7891461239312    ;695778    ;;;;;
7891461239329    ;695780    ;;;;;
7891461268466    ;699444    ;;;;;
7891461286644    ;387972    ;;;;;
7891461286453    ;636072    ;;;;;
7891461243869    ;847606    ;;;;;
7891461272517    ;486369    ;;;;;
7891461160630    ;691906    ;;;;;
7891461196004    ;765706    ;;;;;
7891461197810    ;768706    ;;;;;
7891461240417    ;1505042    ;;;;;
5450158705954    ;25098064    ;;;;;
